route_name,from_stop_name,to_stop_name,total_passenger,total_amount,,,,,,,,,,,,,,,,,,,,,,
7061,Balasaheb Thakre Trauma Centre Or Srp Camp,Bandongri,26,260,,,,,,,,,,,,,,,,,,,,,,
7061,Balasaheb Thakre Trauma Centre Or Srp Camp,Bhayandar Station East,1,20,,,,,,,,,,,,,,,,,,,,,,
7061,Balasaheb Thakre Trauma Centre Or Srp Camp,General Arun Kumar Vaidya Marg Junction,22,110,,,,,,,,,,,,,,,,,,,,,,
7061,Balasaheb Thakre Trauma Centre Or Srp Camp,Goddev Naka,1,20,,,,,,,,,,,,,,,,,,,,,,
7061,Balasaheb Thakre Trauma Centre Or Srp Camp,Golden Chemicals,5,75,,,,,,,,,,,,,,,,,,,,,,
7061,Balasaheb Thakre Trauma Centre Or Srp Camp,Kamal Amrohi Studio,51,255,,,,,,,,,,,,,,,,,,,,,,
7061,Balasaheb Thakre Trauma Centre Or Srp Camp,Kashi Mira,12,180,,,,,,,,,,,,,,,,,,,,,,
7061,Balasaheb Thakre Trauma Centre Or Srp Camp,Kurar Village,30,150,,,,,,,,,,,,,,,,,,,,,,
7061,Balasaheb Thakre Trauma Centre Or Srp Camp,Magathane Depot,10,100,,,,,,,,,,,,,,,,,,,,,,
7061,Balasaheb Thakre Trauma Centre Or Srp Camp,Magathane Telecom Exchange,4,40,,,,,,,,,,,,,,,,,,,,,,
7061,Balasaheb Thakre Trauma Centre Or Srp Camp,Mahindra Company Gate Or B H A D Colony,7,70,,,,,,,,,,,,,,,,,,,,,,
7061,Balasaheb Thakre Trauma Centre Or Srp Camp,Majas Depot,25,125,,,,,,,,,,,,,,,,,,,,,,
7061,Balasaheb Thakre Trauma Centre Or Srp Camp,Marol Depot,55,550,,,,,,,,,,,,,,,,,,,,,,
7061,Balasaheb Thakre Trauma Centre Or Srp Camp,Omkareshwar Mandir,17,170,,,,,,,,,,,,,,,,,,,,,,
7061,Balasaheb Thakre Trauma Centre Or Srp Camp,Seepz Bus Station,138,690,,,,,,,,,,,,,,,,,,,,,,
7061,Balasaheb Thakre Trauma Centre Or Srp Camp,Seepz Village,10,50,,,,,,,,,,,,,,,,,,,,,,
7061,Balasaheb Thakre Trauma Centre Or Srp Camp,Swatantraveer Savarkar Chowk Or Golden Nest,3,60,,,,,,,,,,,,,,,,,,,,,,
7061,Balasaheb Thakre Trauma Centre Or Srp Camp,Transport Corporation,1,15,,,,,,,,,,,,,,,,,,,,,,
7061,Balasaheb Thakre Trauma Centre Or Srp Camp,Vanrai Or Mhada Colony,13,65,,,,,,,,,,,,,,,,,,,,,,
7061,Bandongri,Balasaheb Thakre Trauma Centre Or Srp Camp,19,190,,,,,,,,,,,,,,,,,,,,,,
7061,Bandongri,Bhayandar Station East,18,270,,,,,,,,,,,,,,,,,,,,,,
7061,Bandongri,Bhayander Phatak Or Police Station,3,45,,,,,,,,,,,,,,,,,,,,,,
7061,Bandongri,Gartan Pada,13,130,,,,,,,,,,,,,,,,,,,,,,
7061,Bandongri,General Arun Kumar Vaidya Marg Junction,26,130,,,,,,,,,,,,,,,,,,,,,,
7061,Bandongri,Goddev Naka,1,15,,,,,,,,,,,,,,,,,,,,,,
7061,Bandongri,Golden Chemicals,22,220,,,,,,,,,,,,,,,,,,,,,,
7061,Bandongri,Goregaon Check Naka No 1,44,220,,,,,,,,,,,,,,,,,,,,,,
7061,Bandongri,Kamal Amrohi Studio,9,90,,,,,,,,,,,,,,,,,,,,,,
7061,Bandongri,Kashi Mira,55,550,,,,,,,,,,,,,,,,,,,,,,
7061,Bandongri,Kurar Village,16,80,,,,,,,,,,,,,,,,,,,,,,
7061,Bandongri,Magathane Depot,32,160,,,,,,,,,,,,,,,,,,,,,,
7061,Bandongri,Magathane Telecom Exchange,9,45.06,,,,,,,,,,,,,,,,,,,,,,
7061,Bandongri,Mahindra Company Gate Or B H A D Colony,2,10,,,,,,,,,,,,,,,,,,,,,,
7061,Bandongri,Majas Depot,37,370,,,,,,,,,,,,,,,,,,,,,,
7061,Bandongri,Marol Depot,24,360,,,,,,,,,,,,,,,,,,,,,,
7061,Bandongri,Nency Colony,2,10,,,,,,,,,,,,,,,,,,,,,,
