,start_lat,start_long,from_stop_name,from_lat,from_long,to_stop_name,to_lat,to_long,end_lat,end_long,direction,departureTime
0,72.96914693890781,19.263995817915244,anand nagar,19.264687,72.967836,bhayandar pada,19.283685,72.952358,72.9524901,19.282555750000004,down,12:50
1,72.96700214445872,19.26330956229273,anand nagar,19.264687,72.967836,bhayandar pada,19.283685,72.952358,72.95368798906007,19.283181833314742,down,12:50
2,72.96653520842175,19.26490960188439,anand nagar,19.264687,72.967836,bhayandar pada,19.283685,72.952358,72.95436818177616,19.28504747284205,down,13:30
3,72.9672382,19.2643374,anand nagar,19.264687,72.967836,bhayandar pada,19.283685,72.952358,72.9527152743483,19.282857143110625,down,15:10
4,72.96894963071708,19.263074696508188,anand nagar,19.264687,72.967836,bhayandar pada,19.283685,72.952358,72.95068542581487,19.28185033940209,down,15:20
5,72.96725156615118,19.264468164896293,anand nagar,19.264687,72.967836,bhayandar pada,19.283685,72.952358,72.95207505573347,19.281906772642763,down,22:30
6,72.96813679154711,19.265080038531497,anand nagar,19.264687,72.967836,bhayandar pada,19.283685,72.952358,72.95139571411185,19.282888019198428,down,12:20
7,72.96891631327173,19.26351417387728,anand nagar,19.264687,72.967836,bhayandar pada,19.283685,72.952358,72.95329911114965,19.28334892719381,down,12:10
8,72.9663206,19.2640474,anand nagar,19.264687,72.967836,bhayandar pada,19.283685,72.952358,72.9541137070531,19.28525727809864,down,20:40
9,72.96635240967483,19.264753202223957,anand nagar,19.264687,72.967836,bhayandar pada,19.283685,72.952358,72.9526661235469,19.28255440665713,down,17:10
10,72.9671314661234,19.264029528926656,anand nagar,19.264687,72.967836,bhayandar pada,19.283685,72.952358,72.9538677,19.28308765,down,00:40
11,72.9678376503433,19.265718107182487,anand nagar,19.264687,72.967836,bhayandar pada,19.283685,72.952358,72.9511604116556,19.2822935228548,down,18:10
12,72.96939068818419,19.26408147095325,anand nagar,19.264687,72.967836,bhayandar pada,19.283685,72.952358,72.95444238599434,19.283651524846235,down,15:10
13,72.96761810379193,19.262938065805013,anand nagar,19.264687,72.967836,bhayandar pada,19.283685,72.952358,72.95379664999999,19.2853773,down,10:50
14,72.96697069589989,19.264324509112356,anand nagar,19.264687,72.967836,bhayandar pada,19.283685,72.952358,72.951718190846,19.282227727468364,down,21:20
15,72.96680661729975,19.265562720974724,anand nagar,19.264687,72.967836,bhayandar pada,19.283685,72.952358,72.95408561850294,19.283819521647857,down,11:40
16,72.96893865283599,19.26656723844312,anand nagar,19.264687,72.967836,bhayandar pada,19.283685,72.952358,72.95142749023468,19.28226202706593,down,22:20
17,72.8589396203748,19.22961284534305,borivali station east,19.227846,72.857949,bhayandar pada,19.283685,72.952358,72.95444238599434,19.283651524846235,up,18:50
18,72.85901072831444,19.22766339245653,borivali station east,19.227846,72.857949,bhayandar pada,19.283685,72.952358,72.9541137070531,19.28525727809864,up,15:10
19,72.85902024999999,19.226939,borivali station east,19.227846,72.857949,bhayandar pada,19.283685,72.952358,72.9538677,19.28308765,up,19:30
20,72.8574629,19.22811685,borivali station east,19.227846,72.857949,bhayandar pada,19.283685,72.952358,72.95436818177616,19.28504747284205,up,20:40
21,72.85732330308534,19.227554861461208,borivali station east,19.227846,72.857949,bhayandar pada,19.283685,72.952358,72.95068542581487,19.28185033940209,up,18:40
22,72.85971858726967,19.22721239158589,borivali station east,19.227846,72.857949,bhayandar pada,19.283685,72.952358,72.9524901,19.282555750000004,up,17:50
23,72.85722024967814,19.226841832619023,borivali station east,19.227846,72.857949,bhayandar pada,19.283685,72.952358,72.95139571411185,19.282888019198428,up,15:30
24,72.85741797785091,19.22662545477501,borivali station east,19.227846,72.857949,bhayandar pada,19.283685,72.952358,72.9511604116556,19.2822935228548,up,08:40
25,72.8575588,19.2271988,borivali station east,19.227846,72.857949,bhayandar pada,19.283685,72.952358,72.9526661235469,19.28255440665713,up,22:40
26,72.85915204999999,19.2296574,borivali station east,19.227846,72.857949,bhayandar pada,19.283685,72.952358,72.951718190846,19.282227727468364,up,19:20
27,72.97021004155374,19.204492266095265,cadbury junction thane,19.203952,72.968584,bhayandar pada,19.283685,72.952358,72.9511604116556,19.2822935228548,down,20:50
28,72.96987587315839,19.20317706615337,cadbury junction thane,19.203952,72.968584,bhayandar pada,19.283685,72.952358,72.95444238599434,19.283651524846235,down,23:30
29,72.96736318130331,19.20580110053528,cadbury junction thane,19.203952,72.968584,bhayandar pada,19.283685,72.952358,72.9538677,19.28308765,down,18:50
30,72.9697654726684,19.20390833428162,cadbury junction thane,19.203952,72.968584,bhayandar pada,19.283685,72.952358,72.95329911114965,19.28334892719381,down,08:50
31,72.97052174715948,19.20225168932602,cadbury junction thane,19.203952,72.968584,bhayandar pada,19.283685,72.952358,72.95368798906007,19.283181833314742,down,10:30
32,72.96924074906339,19.20268950446401,cadbury junction thane,19.203952,72.968584,bhayandar pada,19.283685,72.952358,72.95379664999999,19.2853773,down,08:10
33,72.96980445389723,19.202718109926863,cadbury junction thane,19.203952,72.968584,bhayandar pada,19.283685,72.952358,72.9527152743483,19.282857143110625,down,20:40
34,72.97009528871193,19.203045971107077,cadbury junction thane,19.203952,72.968584,bhayandar pada,19.283685,72.952358,72.95139571411185,19.282888019198428,down,22:50
35,72.97003903791713,19.20254129856994,cadbury junction thane,19.203952,72.968584,bhayandar pada,19.283685,72.952358,72.95142749023468,19.28226202706593,down,08:10
36,72.97062679752544,19.202400191943337,cadbury junction thane,19.203952,72.968584,bhayandar pada,19.283685,72.952358,72.9541137070531,19.28525727809864,down,23:10
37,72.97004047556928,19.203489448705756,cadbury junction thane,19.203952,72.968584,bhayandar pada,19.283685,72.952358,72.95068542581487,19.28185033940209,down,13:50
38,72.96852524119339,19.20577855648594,cadbury junction thane,19.203952,72.968584,bhayandar pada,19.283685,72.952358,72.9526661235469,19.28255440665713,down,16:40
39,72.97042969568177,19.202903652514333,cadbury junction thane,19.203952,72.968584,bhayandar pada,19.283685,72.952358,72.9524901,19.282555750000004,down,11:50
40,72.96978917434853,19.2034714742142,cadbury junction thane,19.203952,72.968584,bhayandar pada,19.283685,72.952358,72.95408561850294,19.283819521647857,down,10:10
41,72.97028686000192,19.203409857743875,cadbury junction thane,19.203952,72.968584,bhayandar pada,19.283685,72.952358,72.95207505573347,19.281906772642763,down,14:20
42,72.97039757478368,19.20377801004579,cadbury junction thane,19.203952,72.968584,bhayandar pada,19.283685,72.952358,72.95436818177616,19.28504747284205,down,10:20
43,72.97009215009176,19.203757619612684,cadbury junction thane,19.203952,72.968584,bhayandar pada,19.283685,72.952358,72.951718190846,19.282227727468364,down,14:20
44,72.9159426123749,19.274163225068214,chena bridge,19.275712,72.916131,bhayandar pada,19.283685,72.952358,72.95436818177616,19.28504747284205,up,21:20
45,72.9159426123749,19.274163225068214,chena bridge,19.275712,72.916131,bhayandar pada,19.283685,72.952358,72.9526661235469,19.28255440665713,up,19:50
46,72.9159426123749,19.274163225068214,chena bridge,19.275712,72.916131,bhayandar pada,19.283685,72.952358,72.95329911114965,19.28334892719381,up,13:40
47,72.9159426123749,19.274163225068214,chena bridge,19.275712,72.916131,bhayandar pada,19.283685,72.952358,72.9527152743483,19.282857143110625,up,08:10
48,72.86919593833223,19.252780262296607,gartan pada,19.252261,72.867912,bhayandar pada,19.283685,72.952358,72.9526661235469,19.28255440665713,up,21:30
49,72.8673941084303,19.25273415261293,gartan pada,19.252261,72.867912,bhayandar pada,19.283685,72.952358,72.95207505573347,19.281906772642763,up,11:50
50,72.86821063383441,19.250618296313707,gartan pada,19.252261,72.867912,bhayandar pada,19.283685,72.952358,72.9527152743483,19.282857143110625,up,19:30
51,72.86901088661351,19.25127804898484,gartan pada,19.252261,72.867912,bhayandar pada,19.283685,72.952358,72.95068542581487,19.28185033940209,up,07:50
52,72.86715214366995,19.253488604136464,gartan pada,19.252261,72.867912,bhayandar pada,19.283685,72.952358,72.951718190846,19.282227727468364,up,13:30
53,72.89575111603993,19.288121288782254,ghodbunder village junction,19.286953,72.893875,bhayandar pada,19.283685,72.952358,72.95207505573347,19.281906772642763,up,09:50
54,72.87578120844202,19.263184380300423,golden chemicals,19.263041,72.873794,bhayandar pada,19.283685,72.952358,72.9526661235469,19.28255440665713,up,07:10
55,72.87573622230762,19.26141036419996,golden chemicals,19.263041,72.873794,bhayandar pada,19.283685,72.952358,72.95139571411185,19.282888019198428,up,21:50
56,72.87450776257705,19.26480762892122,golden chemicals,19.263041,72.873794,bhayandar pada,19.283685,72.952358,72.95444238599434,19.283651524846235,up,06:40
57,72.97945940000001,19.22113315,kapur bawdi,19.221197,72.977952,bhayandar pada,19.283685,72.952358,72.95408561850294,19.283819521647857,down,19:40
