,start_lat,start_long,from_stop_name,from_lat,from_long,to_stop_name,to_lat,to_long,end_lat,end_long,shortest_travel_time
0,72.96743112905442,19.266563641485757,anand nagar,19.264687,72.967836,bhayandar pada,19.283685,72.952358,72.9541137070531,19.28525727809864,NULL
1,72.9661499,19.26457955,anand nagar,19.264687,72.967836,bhayandar pada,19.283685,72.952358,72.95329911114965,19.28334892719381,NULL
2,72.96891631327173,19.26351417387728,anand nagar,19.264687,72.967836,bhayandar pada,19.283685,72.952358,72.95436818177616,19.28504747284205,NULL
3,72.96588345826552,19.263931838798555,anand nagar,19.264687,72.967836,bhayandar pada,19.283685,72.952358,72.95068542581487,19.28185033940209,NULL
4,72.96950761941244,19.26390040761664,anand nagar,19.264687,72.967836,bhayandar pada,19.283685,72.952358,72.951718190846,19.282227727468364,NULL
5,72.96914693890781,19.263995817915244,anand nagar,19.264687,72.967836,bhayandar pada,19.283685,72.952358,72.9511604116556,19.2822935228548,NULL
6,72.96958916251423,19.2631086892352,anand nagar,19.264687,72.967836,bhayandar pada,19.283685,72.952358,72.9524901,19.282555750000004,NULL
7,72.96930261657882,19.263598845917315,anand nagar,19.264687,72.967836,bhayandar pada,19.283685,72.952358,72.95444238599434,19.283651524846235,NULL
8,72.96894963071708,19.263074696508188,anand nagar,19.264687,72.967836,bhayandar pada,19.283685,72.952358,72.9538677,19.28308765,NULL
9,72.96960155000001,19.2636398,anand nagar,19.264687,72.967836,bhayandar pada,19.283685,72.952358,72.9526661235469,19.28255440665713,NULL
10,72.9686780766523,19.263764561477878,anand nagar,19.264687,72.967836,bhayandar pada,19.283685,72.952358,72.95368798906007,19.283181833314742,NULL
11,72.96666939502113,19.264573184810025,anand nagar,19.264687,72.967836,bhayandar pada,19.283685,72.952358,72.95139571411185,19.282888019198428,NULL
12,72.96700214445872,19.26330956229273,anand nagar,19.264687,72.967836,bhayandar pada,19.283685,72.952358,72.95142749023468,19.28226202706593,NULL
13,72.96725156615118,19.264468164896293,anand nagar,19.264687,72.967836,bhayandar pada,19.283685,72.952358,72.95379664999999,19.2853773,NULL
14,72.9672382,19.2643374,anand nagar,19.264687,72.967836,bhayandar pada,19.283685,72.952358,72.95408561850294,19.283819521647857,NULL
15,72.96789734771727,19.265583600218488,anand nagar,19.264687,72.967836,bhayandar pada,19.283685,72.952358,72.95207505573347,19.281906772642763,NULL
16,72.96957307941399,19.266465241689477,anand nagar,19.264687,72.967836,bhayandar pada,19.283685,72.952358,72.9527152743483,19.282857143110625,NULL
17,72.85932576924952,19.227884188417164,borivali station east,19.227846,72.857949,bhayandar pada,19.283685,72.952358,72.951718190846,19.282227727468364,NULL
18,72.85938079797184,19.227700808199096,borivali station east,19.227846,72.857949,bhayandar pada,19.283685,72.952358,72.9541137070531,19.28525727809864,NULL
19,72.85800897398775,19.22716148785141,borivali station east,19.227846,72.857949,bhayandar pada,19.283685,72.952358,72.9524901,19.282555750000004,NULL
20,72.85623695,19.2279624,borivali station east,19.227846,72.857949,bhayandar pada,19.283685,72.952358,72.95068542581487,19.28185033940209,NULL
21,72.8572747656211,19.226147109512677,borivali station east,19.227846,72.857949,bhayandar pada,19.283685,72.952358,72.95379664999999,19.2853773,NULL
22,72.85870808333334,19.2275807,borivali station east,19.227846,72.857949,bhayandar pada,19.283685,72.952358,72.9527152743483,19.282857143110625,NULL
23,72.85740129872885,19.226411852114307,borivali station east,19.227846,72.857949,bhayandar pada,19.283685,72.952358,72.9511604116556,19.2822935228548,NULL
24,72.8560142,19.227772150000003,borivali station east,19.227846,72.857949,bhayandar pada,19.283685,72.952358,72.95142749023468,19.28226202706593,NULL
25,72.85851605291553,19.228058778979563,borivali station east,19.227846,72.857949,bhayandar pada,19.283685,72.952358,72.95408561850294,19.283819521647857,NULL
26,72.85800537665195,19.22695745346938,borivali station east,19.227846,72.857949,bhayandar pada,19.283685,72.952358,72.95329911114965,19.28334892719381,NULL
27,72.97052174715948,19.20225168932602,cadbury junction thane,19.203952,72.968584,bhayandar pada,19.283685,72.952358,72.9541137070531,19.28525727809864,NULL
28,72.96980445389723,19.202718109926863,cadbury junction thane,19.203952,72.968584,bhayandar pada,19.283685,72.952358,72.9538677,19.28308765,NULL
29,72.97021004155374,19.204492266095265,cadbury junction thane,19.203952,72.968584,bhayandar pada,19.283685,72.952358,72.95068542581487,19.28185033940209,NULL
30,72.97009215009176,19.203757619612684,cadbury junction thane,19.203952,72.968584,bhayandar pada,19.283685,72.952358,72.95368798906007,19.283181833314742,NULL
31,72.96987587315839,19.20317706615337,cadbury junction thane,19.203952,72.968584,bhayandar pada,19.283685,72.952358,72.951718190846,19.282227727468364,NULL
32,72.97042969568177,19.202903652514333,cadbury junction thane,19.203952,72.968584,bhayandar pada,19.283685,72.952358,72.95329911114965,19.28334892719381,NULL
33,72.96926011297225,19.20390539021705,cadbury junction thane,19.203952,72.968584,bhayandar pada,19.283685,72.952358,72.95139571411185,19.282888019198428,NULL
34,72.9697159636132,19.2044616185582,cadbury junction thane,19.203952,72.968584,bhayandar pada,19.283685,72.952358,72.95408561850294,19.283819521647857,NULL
35,72.96924074906339,19.20268950446401,cadbury junction thane,19.203952,72.968584,bhayandar pada,19.283685,72.952358,72.9526661235469,19.28255440665713,NULL
36,72.96736318130331,19.20580110053528,cadbury junction thane,19.203952,72.968584,bhayandar pada,19.283685,72.952358,72.9527152743483,19.282857143110625,NULL
37,72.97028686000192,19.203409857743875,cadbury junction thane,19.203952,72.968584,bhayandar pada,19.283685,72.952358,72.95142749023468,19.28226202706593,NULL
38,72.9697654726684,19.20390833428162,cadbury junction thane,19.203952,72.968584,bhayandar pada,19.283685,72.952358,72.95379664999999,19.2853773,NULL
39,72.96852524119339,19.20577855648594,cadbury junction thane,19.203952,72.968584,bhayandar pada,19.283685,72.952358,72.95444238599434,19.283651524846235,NULL
40,72.97004047556928,19.203489448705756,cadbury junction thane,19.203952,72.968584,bhayandar pada,19.283685,72.952358,72.9524901,19.282555750000004,NULL
41,72.97062679752544,19.202400191943337,cadbury junction thane,19.203952,72.968584,bhayandar pada,19.283685,72.952358,72.9511604116556,19.2822935228548,NULL
42,72.96978917434853,19.2034714742142,cadbury junction thane,19.203952,72.968584,bhayandar pada,19.283685,72.952358,72.95436818177616,19.28504747284205,NULL
43,72.97009528871193,19.203045971107077,cadbury junction thane,19.203952,72.968584,bhayandar pada,19.283685,72.952358,72.95207505573347,19.281906772642763,NULL
44,72.9159426123749,19.274163225068214,chena bridge,19.275712,72.916131,bhayandar pada,19.283685,72.952358,72.951718190846,19.282227727468364,NULL
45,72.9159426123749,19.274163225068214,chena bridge,19.275712,72.916131,bhayandar pada,19.283685,72.952358,72.95436818177616,19.28504747284205,NULL
46,72.9159426123749,19.274163225068214,chena bridge,19.275712,72.916131,bhayandar pada,19.283685,72.952358,72.9526661235469,19.28255440665713,NULL
47,72.9159426123749,19.274163225068214,chena bridge,19.275712,72.916131,bhayandar pada,19.283685,72.952358,72.95379664999999,19.2853773,NULL
48,72.86687884060727,19.25179398308948,gartan pada,19.252261,72.867912,bhayandar pada,19.283685,72.952358,72.9538677,19.28308765,NULL
49,72.86855148592828,19.251209955279744,gartan pada,19.252261,72.867912,bhayandar pada,19.283685,72.952358,72.95379664999999,19.2853773,NULL
50,72.8673941084303,19.25273415261293,gartan pada,19.252261,72.867912,bhayandar pada,19.283685,72.952358,72.95408561850294,19.283819521647857,NULL
51,72.86606073268563,19.253643855660773,gartan pada,19.252261,72.867912,bhayandar pada,19.283685,72.952358,72.9541137070531,19.28525727809864,NULL
52,72.86837855570022,19.25207409779521,gartan pada,19.252261,72.867912,bhayandar pada,19.283685,72.952358,72.95329911114965,19.28334892719381,NULL
53,72.89497642378153,19.28873175245974,ghodbunder village junction,19.286953,72.893875,bhayandar pada,19.283685,72.952358,72.9541137070531,19.28525727809864,NULL
54,72.87222551428529,19.262329476530336,golden chemicals,19.263041,72.873794,bhayandar pada,19.283685,72.952358,72.95068542581487,19.28185033940209,NULL
55,72.87306311802055,19.263333029721,golden chemicals,19.263041,72.873794,bhayandar pada,19.283685,72.952358,72.95142749023468,19.28226202706593,NULL
56,72.87402892008267,19.261414625348586,golden chemicals,19.263041,72.873794,bhayandar pada,19.283685,72.952358,72.9538677,19.28308765,NULL
57,72.97711035138542,19.221824733146835,kapur bawdi,19.221197,72.977952,bhayandar pada,19.283685,72.952358,72.9526661235469,19.28255440665713,NULL
58,72.97751710000001,19.219938950000003,kapur bawdi,19.221197,72.977952,bhayandar pada,19.283685,72.952358,72.95329911114965,19.28334892719381,NULL
59,72.97876771919299,19.222175073199946,kapur bawdi,19.221197,72.977952,bhayandar pada,19.283685,72.952358,72.9511604116556,19.2822935228548,NULL
60,72.9790236,19.22259225000009,kapur bawdi,19.221197,72.977952,bhayandar pada,19.283685,72.952358,72.9527152743483,19.282857143110625,NULL
61,72.97688492265299,19.219504305687323,kapur bawdi,19.221197,72.977952,bhayandar pada,19.283685,72.952358,72.95207505573347,19.281906772642763,NULL
62,72.9769879,19.2225941,kapur bawdi,19.221197,72.977952,bhayandar pada,19.283685,72.952358,72.95444238599434,19.283651524846235,NULL
63,72.97977275,19.220145350000003,kapur bawdi,19.221197,72.977952,bhayandar pada,19.283685,72.952358,72.95068542581487,19.28185033940209,NULL
64,72.97636952558388,19.220032925139265,kapur bawdi,19.221197,72.977952,bhayandar pada,19.283685,72.952358,72.95368798906007,19.283181833314742,NULL
65,72.97716991842184,19.222469337135884,kapur bawdi,19.221197,72.977952,bhayandar pada,19.283685,72.952358,72.95379664999999,19.2853773,NULL
66,72.97945940000001,19.22113315,kapur bawdi,19.221197,72.977952,bhayandar pada,19.283685,72.952358,72.95408561850294,19.283819521647857,NULL
67,72.97827182863024,19.221694348505466,kapur bawdi,19.221197,72.977952,bhayandar pada,19.283685,72.952358,72.9538677,19.28308765,NULL
68,72.97643487200175,19.219564725137424,kapur bawdi,19.221197,72.977952,bhayandar pada,19.283685,72.952358,72.95142749023468,19.28226202706593,NULL
69,72.97586565149408,19.220986065441668,kapur bawdi,19.221197,72.977952,bhayandar pada,19.283685,72.952358,72.95139571411185,19.282888019198428,NULL
70,72.97682563218449,19.220684144164174,kapur bawdi,19.221197,72.977952,bhayandar pada,19.283685,72.952358,72.95436818177616,19.28504747284205,NULL
71,72.97721009385278,19.221133173296995,kapur bawdi,19.221197,72.977952,bhayandar pada,19.283685,72.952358,72.951718190846,19.282227727468364,NULL
72,72.96432479379646,19.195008503457046,louis wadi,19.195812,72.962565,bhayandar pada,19.283685,72.952358,72.95436818177616,19.28504747284205,NULL
73,72.9631358,19.19521385,louis wadi,19.195812,72.962565,bhayandar pada,19.283685,72.952358,72.9541137070531,19.28525727809864,NULL
74,72.96313367378215,19.195077904429255,louis wadi,19.195812,72.962565,bhayandar pada,19.283685,72.952358,72.95329911114965,19.28334892719381,NULL
75,72.96337978562121,19.19409559236599,louis wadi,19.195812,72.962565,bhayandar pada,19.283685,72.952358,72.9526661235469,19.28255440665713,NULL
76,72.9607971513085,19.196976126484536,louis wadi,19.195812,72.962565,bhayandar pada,19.283685,72.952358,72.95142749023468,19.28226202706593,NULL
77,72.96129255000001,19.1968811,louis wadi,19.195812,72.962565,bhayandar pada,19.283685,72.952358,72.9527152743483,19.282857143110625,NULL
78,72.9632697,19.1966277,louis wadi,19.195812,72.962565,bhayandar pada,19.283685,72.952358,72.951718190846,19.282227727468364,NULL
79,72.96455835,19.19438635,louis wadi,19.195812,72.962565,bhayandar pada,19.283685,72.952358,72.95139571411185,19.282888019198428,NULL
80,72.96193758258347,19.19569556207072,louis wadi,19.195812,72.962565,bhayandar pada,19.283685,72.952358,72.95207505573347,19.281906772642763,NULL
81,72.96341255610126,19.19447712712828,louis wadi,19.195812,72.962565,bhayandar pada,19.283685,72.952358,72.95444238599434,19.283651524846235,NULL
82,72.96151629187102,19.19572974849545,louis wadi,19.195812,72.962565,bhayandar pada,19.283685,72.952358,72.95408561850294,19.283819521647857,NULL
83,72.86806519211721,19.22114901478598,magathane depot,19.221336,72.866122,bhayandar pada,19.283685,72.952358,72.95436818177616,19.28504747284205,NULL
84,72.86701778229028,19.223022412469444,magathane depot,19.221336,72.866122,bhayandar pada,19.283685,72.952358,72.95139571411185,19.282888019198428,NULL
85,72.86805948832274,19.220741306224426,magathane depot,19.221336,72.866122,bhayandar pada,19.283685,72.952358,72.9524901,19.282555750000004,NULL
86,72.86689470000002,19.2197631,magathane depot,19.221336,72.866122,bhayandar pada,19.283685,72.952358,72.9511604116556,19.2822935228548,NULL
87,72.8680865272235,19.220366126565317,magathane depot,19.221336,72.866122,bhayandar pada,19.283685,72.952358,72.95368798906007,19.283181833314742,NULL
88,72.86501344264369,19.219204869086816,magathane depot,19.221336,72.866122,bhayandar pada,19.283685,72.952358,72.95068542581487,19.28185033940209,NULL
89,72.97929502845983,19.216314556582155,majiwada,19.215632,72.97819,bhayandar pada,19.283685,72.952358,72.95444238599434,19.283651524846235,NULL
90,72.97983564319559,19.21424876340406,majiwada,19.215632,72.97819,bhayandar pada,19.283685,72.952358,72.95379664999999,19.2853773,NULL
91,72.97627854999999,19.2161618,majiwada,19.215632,72.97819,bhayandar pada,19.283685,72.952358,72.95068542581487,19.28185033940209,NULL
92,72.97605444228996,19.21642462800568,majiwada,19.215632,72.97819,bhayandar pada,19.283685,72.952358,72.9541137070531,19.28525727809864,NULL
93,72.97526848556895,19.23364957379168,manpada,19.235236,72.976318,bhayandar pada,19.283685,72.952358,72.9524901,19.282555750000004,NULL
94,72.9769329,19.23592445,manpada,19.235236,72.976318,bhayandar pada,19.283685,72.952358,72.95142749023468,19.28226202706593,NULL
95,72.97701759596238,19.235880630465697,manpada,19.235236,72.976318,bhayandar pada,19.283685,72.952358,72.951718190846,19.282227727468364,NULL
96,72.97529396736866,19.23703808393328,manpada,19.235236,72.976318,bhayandar pada,19.283685,72.952358,72.95139571411185,19.282888019198428,NULL
97,72.97524160003223,19.236460000010958,manpada,19.235236,72.976318,bhayandar pada,19.283685,72.952358,72.95444238599434,19.283651524846235,NULL
98,72.97459932621315,19.233854727597784,manpada,19.235236,72.976318,bhayandar pada,19.283685,72.952358,72.95368798906007,19.283181833314742,NULL
99,72.97491892959988,19.23349679647004,manpada,19.235236,72.976318,bhayandar pada,19.283685,72.952358,72.95329911114965,19.28334892719381,NULL
100,72.97695525000002,19.2349999,manpada,19.235236,72.976318,bhayandar pada,19.283685,72.952358,72.95436818177616,19.28504747284205,NULL
101,72.9767295,19.234985450000003,manpada,19.235236,72.976318,bhayandar pada,19.283685,72.952358,72.95207505573347,19.281906772642763,NULL
102,72.97459371159144,19.233621229664838,manpada,19.235236,72.976318,bhayandar pada,19.283685,72.952358,72.9538677,19.28308765,NULL
103,72.97719152550422,19.235208129205844,manpada,19.235236,72.976318,bhayandar pada,19.283685,72.952358,72.9541137070531,19.28525727809864,NULL
104,72.97448740000002,19.23431635,manpada,19.235236,72.976318,bhayandar pada,19.283685,72.952358,72.95379664999999,19.2853773,NULL
105,72.97481885761803,19.23349020351961,manpada,19.235236,72.976318,bhayandar pada,19.283685,72.952358,72.95408561850294,19.283819521647857,NULL
106,72.97507928527975,19.23647704278157,manpada,19.235236,72.976318,bhayandar pada,19.283685,72.952358,72.9511604116556,19.2822935228548,NULL
107,72.97466715,19.23707655,manpada,19.235236,72.976318,bhayandar pada,19.283685,72.952358,72.95068542581487,19.28185033940209,NULL
108,72.96543787992559,19.186073992099512,marathon chowk teen hath naka,19.187546,72.964029,bhayandar pada,19.283685,72.952358,72.9524901,19.282555750000004,NULL
109,72.96266525,19.1884876,marathon chowk teen hath naka,19.187546,72.964029,bhayandar pada,19.283685,72.952358,72.95368798906007,19.283181833314742,NULL
110,72.96547565000002,19.18656865,marathon chowk teen hath naka,19.187546,72.964029,bhayandar pada,19.283685,72.952358,72.9526661235469,19.28255440665713,NULL
111,72.9647848892095,19.188829018302396,marathon chowk teen hath naka,19.187546,72.964029,bhayandar pada,19.283685,72.952358,72.95068542581487,19.28185033940209,NULL
112,72.96285682864799,19.187148592225483,marathon chowk teen hath naka,19.187546,72.964029,bhayandar pada,19.283685,72.952358,72.9538677,19.28308765,NULL
113,72.96325305155592,19.1858363446264,marathon chowk teen hath naka,19.187546,72.964029,bhayandar pada,19.283685,72.952358,72.951718190846,19.282227727468364,NULL
