,route_name,from_stop_name,to_stop_name,total_passenger,total_amount,stop-number,from_lat,from_long,to_lat,to_long
0,7071,bangur nagar,bhayandar station east,3,60,17014,19.168867,72.835187,19.168867,72.835187
1,7071,bangur nagar,borivali station west,6,60,17014,19.168867,72.835187,19.168867,72.835187
2,7071,bangur nagar,choksi hospital,15,75,17014,19.168867,72.835187,19.168867,72.835187
3,7071,bangur nagar,dahisar bridge,1,15,17014,19.168867,72.835187,19.168867,72.835187
4,7071,bangur nagar,goregaon oshiwara depot,6,30,17014,19.168867,72.835187,19.168867,72.835187
5,7071,bangur nagar,kach pada,18,90,17014,19.168867,72.835187,19.168867,72.835187
6,7071,bangur nagar,kandivali station road west,20,200,17014,19.168867,72.835187,19.168867,72.835187
7,7071,bangur nagar,kashi mira,1,20,17014,19.168867,72.835187,19.168867,72.835187
8,7071,bangur nagar,ketaki pada,2,30,17014,19.168867,72.835187,19.168867,72.835187
9,7071,bangur nagar,kora kendra,1,10,17014,19.168867,72.835187,19.168867,72.835187
10,7071,bangur nagar,malad depot,7,35,17014,19.168867,72.835187,19.168867,72.835187
11,7071,bangur nagar,mary immaculate school,2,30,17014,19.168867,72.835187,19.168867,72.835187
12,7071,bangur nagar,orlem church or valnai village,46,230,17014,19.168867,72.835187,19.168867,72.835187
13,7071,bangur nagar,poisar depot,7,70,17014,19.168867,72.835187,19.168867,72.835187
14,7071,bangur nagar,shastri nagar,9,45,17014,19.168867,72.835187,19.168867,72.835187
15,7071,bangur nagar,swatantraveer savarkar chowk or golden nest,4,80,17014,19.168867,72.835187,19.168867,72.835187
16,7071,bhagwati hospital,bhayandar station east,6,90,34013,19.240654,72.854517,19.240654,72.854517
17,7071,bhagwati hospital,borivali station west or jaya talkies,26,130,34013,19.240654,72.854517,19.240654,72.854517
18,7071,bhagwati hospital,choksi hospital,20,200,34013,19.240654,72.854517,19.240654,72.854517
19,7071,bhagwati hospital,dahisar bridge,11,55,34013,19.240654,72.854517,19.240654,72.854517
20,7071,bhagwati hospital,golden chemicals,24,120,34013,19.240654,72.854517,19.240654,72.854517
21,7071,bhagwati hospital,goregaon oshiwara depot,3,45.16,34013,19.240654,72.854517,19.240654,72.854517
22,7071,bhagwati hospital,kach pada,4,40,34013,19.240654,72.854517,19.240654,72.854517
23,7071,bhagwati hospital,kandivali station road west,35,175,34013,19.240654,72.854517,19.240654,72.854517
24,7071,bhagwati hospital,kashi mira,21,210,34013,19.240654,72.854517,19.240654,72.854517
25,7071,bhagwati hospital,ketaki pada,21,105,34013,19.240654,72.854517,19.240654,72.854517
26,7071,bhagwati hospital,kora kendra,18,90,34013,19.240654,72.854517,19.240654,72.854517
27,7071,bhagwati hospital,malad depot,1,10,34013,19.240654,72.854517,19.240654,72.854517
28,7071,bhagwati hospital,novelty silk mill,12,60,34013,19.240654,72.854517,19.240654,72.854517
29,7071,bhagwati hospital,orlem church or valnai village,3,30,34013,19.240654,72.854517,19.240654,72.854517
30,7071,bhagwati hospital,poisar depot,28,140,34013,19.240654,72.854517,19.240654,72.854517
31,7071,bhagwati hospital,s k stone,12,120,34013,19.240654,72.854517,19.240654,72.854517
32,7071,bhagwati hospital,swatantraveer savarkar chowk or golden nest,7,70,34013,19.240654,72.854517,19.240654,72.854517
33,7071,bhagwati hospital,transport corporation,4,40,34013,19.240654,72.854517,19.240654,72.854517
34,7071,borivali station west,bhagwati hospital,19,95,34036,19.229968,72.856398,19.229968,72.856398
35,7071,borivali station west,bhayandar station east,5,75,34036,19.229968,72.856398,19.229968,72.856398
