,route_name,from_stop_name,to_stop_name,total_passenger,total_amount,stop-number,from_lat,from_long,to_lat,to_long
0,7201,asmita jyoti,babhai naka,4,40,28085,19.196713,72.827540,19.196713,72.827540
1,7201,asmita jyoti,bhagwati hospital,3,30,28085,19.196713,72.827540,19.196713,72.827540
2,7201,asmita jyoti,bhayandar station east,5,100,28085,19.196713,72.827540,19.196713,72.827540
3,7201,asmita jyoti,borivali station west,39,390,28085,19.196713,72.827540,19.196713,72.827540
4,7201,asmita jyoti,dahisar bridge,1,15,28085,19.196713,72.827540,19.196713,72.827540
5,7201,asmita jyoti,don bosco school,4,40,28085,19.196713,72.827540,19.196713,72.827540
6,7201,asmita jyoti,golden chemicals,4,60,28085,19.196713,72.827540,19.196713,72.827540
7,7201,asmita jyoti,gorai bridge,8,40,28085,19.196713,72.827540,19.196713,72.827540
8,7201,asmita jyoti,gorai depot,43,215,28085,19.196713,72.827540,19.196713,72.827540
9,7201,asmita jyoti,hindustan steel company or chaudhary charan singh chowk,8,40,28085,19.196713,72.827540,19.196713,72.827540
10,7201,asmita jyoti,kashimira telephone exchange,5,75,28085,19.196713,72.827540,19.196713,72.827540
11,7201,asmita jyoti,ketaki pada,2,30,28085,19.196713,72.827540,19.196713,72.827540
12,7201,asmita jyoti,m h b colony,22,110,28085,19.196713,72.827540,19.196713,72.827540
13,7201,asmita jyoti,malvani block no 5 or police station,2,10,28085,19.196713,72.827540,19.196713,72.827540
14,7201,asmita jyoti,malvani depot or gaikwad nagar,93,465,28085,19.196713,72.827540,19.196713,72.827540
15,7201,asmita jyoti,mary immaculate school,6,60,28085,19.196713,72.827540,19.196713,72.827540
16,7201,asmita jyoti,prabodhankar thakre nagar bus station,9,45,28085,19.196713,72.827540,19.196713,72.827540
17,7201,asmita jyoti,s k stone,2,40,28085,19.196713,72.827540,19.196713,72.827540
18,7201,asmita jyoti,sahyadri nagar,3,15,28085,19.196713,72.827540,19.196713,72.827540
19,7201,asmita jyoti,swatantraveer savarkar chowk or golden nest,12,240,28085,19.196713,72.827540,19.196713,72.827540
20,7201,babhai naka,asmita jyoti,1,10,34007,19.228590,72.848438,19.228590,72.848438
