,route_name,from_stop_name,to_stop_name,total_passenger,total_amount,stop-number,from_lat,from_long,to_lat,to_long
0,7101,bhayandar railway station west,bhayander phatak,129,645,29061,19.312138,72.851874,19.312138,72.851874
1,7101,bhayandar railway station west,bishop school,48,240,29061,19.312138,72.851874,19.312138,72.851874
2,7101,bhayandar railway station west,borivali station east,2,30,29061,19.312138,72.851874,19.312138,72.851874
3,7101,bhayandar railway station west,dahisar station road east,1,15,29061,19.312138,72.851874,19.312138,72.851874
4,7101,bhayandar railway station west,daulat nagar,2,30,29061,19.312138,72.851874,19.312138,72.851874
5,7101,bhayandar railway station west,golden chemicals,55,550,29061,19.312138,72.851874,19.312138,72.851874
6,7101,bhayandar railway station west,ketaki pada,3,30,29061,19.312138,72.851874,19.312138,72.851874
7,7101,bhayandar railway station west,magathane depot,7,105,29061,19.312138,72.851874,19.312138,72.851874
8,7101,bhayandar railway station west,mira road station east,13,130,29061,19.312138,72.851874,19.312138,72.851874
9,7101,bhayandar railway station west,novelty silk mill,28,280,29061,19.312138,72.851874,19.312138,72.851874
10,7101,bhayandar railway station west,omkareshwar mandir,3,45,29061,19.312138,72.851874,19.312138,72.851874
11,7101,bhayandar railway station west,poonam sagar complex,10,100,29061,19.312138,72.851874,19.312138,72.851874
12,7101,bhayandar railway station west,srushthi,5,50,29061,19.312138,72.851874,19.312138,72.851874
13,7101,bishop school,bhayandar railway station west,76,380,29070,19.295163,72.851657,19.295163,72.851657
14,7101,bishop school,bhayander phatak,4,20,29070,19.295163,72.851657,19.295163,72.851657
15,7101,bishop school,borivali station east,4,40,29070,19.295163,72.851657,19.295163,72.851657
16,7101,bishop school,dahisar station road east,2,20,29070,19.295163,72.851657,19.295163,72.851657
17,7101,bishop school,daulat nagar,4,40,29070,19.295163,72.851657,19.295163,72.851657
18,7101,bishop school,golden chemicals,14,140,29070,19.295163,72.851657,19.295163,72.851657
19,7101,bishop school,ketaki pada,2,20,29070,19.295163,72.851657,19.295163,72.851657
20,7101,bishop school,magathane depot,1,15,29070,19.295163,72.851657,19.295163,72.851657
21,7101,bishop school,mira road station east,53,265,29070,19.295163,72.851657,19.295163,72.851657
22,7101,bishop school,novelty silk mill,2,20,29070,19.295163,72.851657,19.295163,72.851657
23,7101,bishop school,omkareshwar mandir,1,15,29070,19.295163,72.851657,19.295163,72.851657
24,7101,bishop school,poonam sagar complex,8,40,29070,19.295163,72.851657,19.295163,72.851657
25,7101,bishop school,srushthi,43,215,29070,19.295163,72.851657,19.295163,72.851657
26,7101,borivali station east,bhayandar railway station west,5,75,29097,19.227846,72.857949,19.227846,72.857949
27,7101,borivali station east,bhayander phatak,2,20,29097,19.227846,72.857949,19.227846,72.857949
28,7101,borivali station east,bishop school,1,10,29097,19.227846,72.857949,19.227846,72.857949
29,7101,borivali station east,dahisar station road east,54,270,29097,19.227846,72.857949,19.227846,72.857949
30,7101,borivali station east,daulat nagar,3,15,29097,19.227846,72.857949,19.227846,72.857949
31,7101,borivali station east,golden chemicals,146,730,29097,19.227846,72.857949,19.227846,72.857949
32,7101,borivali station east,ketaki pada,8,40,29097,19.227846,72.857949,19.227846,72.857949
33,7101,borivali station east,magathane depot,105,525.06,29097,19.227846,72.857949,19.227846,72.857949
34,7101,borivali station east,mira bhayandar mahanagar palika,2,30,29097,19.227846,72.857949,19.227846,72.857949
35,7101,borivali station east,mira road station east,21,210,29097,19.227846,72.857949,19.227846,72.857949
36,7101,borivali station east,novelty silk mill,22,110,29097,19.227846,72.857949,19.227846,72.857949
37,7101,borivali station east,poonam sagar complex,7,70,29097,19.227846,72.857949,19.227846,72.857949
38,7101,borivali station east,srushti,26,260,29097,19.227846,72.857949,19.227846,72.857949
39,7101,dahisar station road east,bhayandar railway station west,3,45,29114,19.248635,72.862483,19.248635,72.862483
